user_id,age,height_cm,current_weight_kg,daily_calories,protein_grams,workout_days_per_week,workout_minutes_per_day,sleep_hours,water_liters,goal_days,final_weight_kg
430,46,155,69.7,2673,163,2,30,7.4,4.2,75,72.1
431,54,175,96.4,1792,65,2,50,5.5,2.1,60,94.4
432,43,167,98.6,2987,178,7,60,5.3,4,45,100.4
433,34,194,90.7,2362,87,6,20,4.9,4.3,75,90.4
434,19,175,77.9,1840,71,4,30,4.9,4.3,75,74.7
435,33,168,73.3,2017,78,2,0,4.7,2.2,60,72.6
436,47,184,101.3,3322,79,2,75,7.3,3.2,90,106.1
437,52,169,99.8,3472,183,3,20,6.5,2.3,60,103.3
438,18,150,77.8,2058,133,4,75,6.9,3.4,75,77.1
439,48,169,48.5,3263,119,3,0,7,1.7,90,53.6
440,33,160,88.8,3096,141,3,45,4.9,3.2,90,92.9
441,35,168,85,2601,150,3,20,5.3,2,120,86.6
442,46,167,87.9,3515,93,5,0,5.2,4.4,30,89.3
443,24,168,63.3,3295,47,3,20,5.2,2.7,60,66
444,49,173,74.4,1629,129,1,30,4.8,3.7,30,73.3
445,29,162,99.1,2524,142,0,20,8.9,3.5,75,101.5
446,46,165,90,1637,95,7,20,6.8,4.4,75,86.6
447,37,170,57,1672,185,1,45,6.7,2,60,55.9
448,31,157,61.5,3278,128,0,30,8.1,3,75,66.9
449,18,152,81.1,3446,84,5,20,5.6,2.7,120,88.4
450,21,153,68.3,2130,182,1,30,6.7,2.1,90,68.4
451,40,178,89.8,1587,141,5,30,5.6,1.1,120,83.8
452,36,184,87.7,2277,190,2,90,6.1,3.6,60,88.4
453,53,160,51.9,2134,160,4,45,6.9,2.6,120,50.5
454,29,151,83.3,2991,106,5,20,7.5,2.9,75,85.6
455,49,185,56.8,2659,127,6,50,5,2.8,30,56
456,26,161,97.8,2327,72,7,40,4.9,3,75,96.9
457,51,189,88,2548,57,5,40,7.2,1.2,45,88.5
458,23,179,93.7,1748,137,6,50,8.1,1.2,90,89.7
459,20,154,95.6,1819,100,1,20,7.8,2.9,45,93.8
460,33,186,83.6,2232,187,6,20,7.9,3,120,83.7
461,45,156,57.5,2238,185,6,90,6,1.6,90,55.5
462,40,170,79.4,2829,140,6,60,8.2,2.1,45,80.6
463,31,174,91.6,2540,137,7,75,8.8,1,30,92.6
464,19,183,55.7,2736,46,4,40,5.5,2.1,120,57.8
465,53,182,79.7,2133,69,0,75,6.1,1.5,60,79.6
466,33,164,62.6,2730,68,6,40,7.8,3.5,75,63.2
467,54,156,81.9,2730,54,6,20,8,4.2,60,82.9
468,45,176,101,1993,103,0,60,4.7,2.8,60,99.7
469,27,170,76.6,2404,84,0,60,8.9,3.6,90,77.7
470,32,177,64.5,3115,82,2,50,4.9,3,30,65.8
471,34,155,70.7,3279,78,2,75,7,2.7,120,76.9
472,53,189,104.8,2508,107,1,45,8,2.1,90,105.2
473,44,177,68.8,2280,127,5,0,8,1.6,60,69.3
474,46,189,56.3,1683,104,3,50,5.2,3.5,30,54.1
475,21,165,102.1,2104,118,0,50,7.6,1.4,75,101.4
476,39,163,90.2,2367,97,4,90,6.7,3.6,45,90.2
477,19,174,81.2,1678,110,2,0,5.8,3.8,90,77.3
478,47,191,101.9,1772,144,4,50,8.4,1.1,120,97.9
479,42,182,103.7,1907,125,7,90,4.9,1.7,75,99.9
480,19,152,62.1,2748,130,7,60,7.8,1.1,120,63.5
481,37,165,104.8,3553,115,0,45,8.5,4.1,30,108.3
482,35,164,56.6,3109,80,1,60,6.8,3.4,120,62.3
483,44,165,80.7,3246,124,5,75,6.9,1.7,45,82.7
484,30,158,65.6,2053,155,2,30,5.9,3,120,63
485,38,159,89.4,2805,150,6,45,6.5,4.3,120,93.1
486,35,159,92.4,1937,78,2,0,7.9,3.1,60,91.5
487,32,188,61.2,1606,136,1,75,5.1,4,75,58.4
488,41,161,96.6,3512,166,2,30,5.4,1.1,30,99.5
489,44,164,90.3,2330,97,1,30,8.7,4.4,90,91
490,38,179,98.6,3251,148,0,60,7.7,2.4,120,106.2
491,52,183,84.6,1657,178,1,75,6.6,4.1,45,83.2
492,43,152,79.8,1701,93,4,75,6.3,2.1,60,76.8
493,45,168,82.9,1723,177,2,75,8.2,2.6,120,79.4
494,29,187,101.5,2054,145,6,50,6.5,1.6,90,100.2
495,30,179,53.1,2827,86,1,20,5,2.6,60,53.6
496,42,182,82.9,2154,141,6,0,8,4.2,90,83.7
497,27,160,97.5,2232,58,6,45,5.9,3.7,75,95.6
498,29,157,99.2,2330,45,4,0,6.6,4,90,99.7
499,49,165,60.4,3448,161,6,75,4.9,3.1,45,63.5
500,35,189,83.8,2350,57,2,30,4.7,2.2,45,84.2
501,54,188,65,1859,57,1,60,9,1.6,60,63.7
502,54,185,58.1,3365,137,0,20,8,2.1,75,63.9
503,45,185,51.7,3428,79,1,45,6,2.4,45,54.8
504,21,156,80.6,1859,168,4,60,7.2,2.1,90,78.2
505,40,158,83,3533,178,7,75,8.1,4.1,45,86.4
506,30,150,54.7,3404,75,3,60,6.4,2.2,90,60.3
507,31,150,84.5,2653,110,1,45,5.9,2.9,30,84.2
508,39,171,70.6,1619,89,3,50,8.3,4.2,75,68.5
509,20,191,55.7,2136,162,5,75,8,2.4,120,52.8
510,51,169,80.2,2792,187,0,40,7.1,2.2,60,81.4
511,27,167,95.9,2889,141,2,60,5.3,1.4,60,98
512,38,195,49.8,3195,67,7,40,6.2,3.9,60,51.5
513,37,161,54.4,1653,96,1,75,6.8,3.8,90,50.1
514,39,180,89.7,2771,128,2,20,8.2,4.3,120,94.8
515,31,152,74.2,1974,46,4,0,7.6,3.1,30,73.3
516,20,156,77.7,2779,50,4,40,5.9,1.7,60,78.6
517,46,192,54.7,2111,85,4,20,4.6,3.2,90,51.9
518,52,172,79.3,2610,81,4,40,5.3,2.1,60,79.7
519,21,158,49.7,1706,72,6,0,4.9,2.4,120,44.8
520,55,190,95.7,3326,136,4,50,8.2,3.5,120,103.6
521,23,179,80.4,1880,164,1,75,5.9,3.3,75,78.5
522,32,159,97.1,2556,138,6,30,7.6,3.3,60,97.9
523,19,154,75.1,2939,167,7,30,5.8,2.2,90,77.1
524,24,175,94.6,1938,128,1,45,6.9,2.4,75,92.5
525,33,185,57.1,3475,143,1,50,5.4,3.4,75,62.7
526,45,186,92.9,2467,89,1,75,5,3.1,60,93.1
527,46,161,65.6,3162,62,1,60,6,3.3,30,66.1
528,26,187,99.5,1500,82,2,75,6.9,2.4,90,94.6
529,31,193,98,2727,190,4,60,7.7,4.2,30,99.1
530,50,175,96.3,2704,60,5,90,8.9,1,90,97.7
531,40,157,97.1,1627,105,6,60,7.3,3.5,75,93.1
532,52,163,85.8,3445,80,3,90,6.2,4.2,75,89.2
533,26,158,48.7,1564,81,7,60,8.9,1.5,45,46.5
534,44,179,98.9,3243,91,7,90,6.4,3.9,75,100.9
535,29,177,82.5,3540,105,4,60,8.7,3,30,85.7
536,54,180,88.2,1963,168,1,30,7.8,2.8,60,87.4
537,23,183,98.7,1862,107,7,20,7.6,2.9,90,95.8
538,21,171,78.5,1544,165,7,90,8.6,3,60,74.9
539,36,168,57.5,2745,189,4,0,7.3,3,90,59.6
540,36,189,49.6,3485,66,2,90,4.8,3.7,60,52.1
541,35,167,96.9,1558,73,2,30,7.5,2.3,45,94.3
542,33,181,58.3,1635,132,1,30,7.2,3.9,75,56.2
543,44,174,61.6,3302,87,3,50,4.7,1.9,30,61.9
544,47,175,75.1,3450,181,3,60,7.6,2.4,60,78.4
545,45,150,64.5,3338,142,5,90,7.6,1.1,90,69.1
546,45,189,100.3,2616,130,4,45,8.1,1.9,90,101.6
547,33,193,81.6,2298,178,5,30,5.9,1,30,82.1
548,18,176,53.6,1925,159,5,40,7.8,1.9,30,51.8
549,23,153,101.5,2388,76,1,20,8.4,1.5,120,102.9
550,54,161,99.1,2254,109,4,75,7.5,1.3,75,99.1
551,35,177,87.5,2824,110,2,20,5.7,1.2,75,89
552,21,166,102.5,2584,90,7,20,6.7,4.3,90,103.3
553,49,156,56.2,3266,100,1,75,7.7,1.4,30,56.9
554,34,178,49.1,3538,83,0,0,7.5,1.9,120,57.1
555,43,186,48.2,3509,167,6,60,8.3,3.7,30,50.4
556,18,174,102.4,3474,76,5,50,7.6,2.4,120,110.4
557,23,173,78.5,2892,65,7,45,7.4,1.6,30,80.1
558,30,169,87.7,1937,136,7,20,8.5,2.5,45,86.1
559,30,151,89,2476,170,6,20,8.1,3.3,75,90.3
560,46,151,50.1,1729,131,0,60,5,3.8,120,45.9
561,52,159,90.2,2454,63,0,30,6.7,1.1,90,89.6
562,26,150,57.8,1704,123,1,75,7.3,3.9,30,57.6
563,24,157,76.3,2403,61,3,60,6,3.9,120,76.1
564,38,157,103.6,2062,127,3,0,7.2,2.2,30,102.8
565,44,160,87.7,2175,157,3,0,5.1,3.8,120,87.1
566,28,151,98.1,1830,46,0,30,8.7,3.5,90,96.7
567,44,194,94,3449,77,3,30,7.4,2.8,75,98.2
568,29,189,87.4,2237,172,1,45,6.1,1,45,86.5
569,51,156,83.3,3578,101,7,40,5.7,1.7,45,86.4
570,48,181,58.1,1676,58,5,45,5.4,1.9,90,54
571,47,152,54,1714,182,2,30,8,2.7,30,52.3
572,33,178,81.8,2835,152,3,50,5.5,1.4,45,82
573,44,162,69.4,2403,63,7,75,4.7,2.5,45,69.3
574,47,161,70.1,2058,162,3,50,8.9,1.7,45,68.6
575,54,153,64,1955,164,7,60,5.3,2.2,60,62
576,28,186,103.3,2440,67,6,90,6.7,4.5,90,102
577,47,167,48.8,3253,108,3,50,6.5,1.8,90,54.2
578,54,150,71.8,1681,55,7,90,4.7,2.9,75,67.2
579,24,178,76.2,1840,187,0,60,8.8,1.5,60,74.7
580,23,151,75.3,2748,86,7,0,8.9,2.6,45,77.6
581,43,161,93,3017,163,0,20,6.2,3.4,90,96.1
582,45,167,87.8,2348,65,5,0,6.8,4.2,60,88.8
583,25,174,68.8,1667,138,5,30,7.4,3.5,90,65.9
584,31,158,103.9,2477,183,1,75,7.8,3.6,120,105.4
585,32,170,68.1,2595,173,6,45,4.7,2.3,75,68.5
586,51,157,74.8,2697,160,5,20,5.3,4.1,30,74.6
587,29,168,102.6,1815,72,2,45,5,1.5,45,101.6
588,51,190,49.3,3206,183,2,75,6.1,2.6,120,54.4
589,30,154,49.3,2451,178,5,60,7.1,3.3,60,49.6
590,51,185,73.4,2745,190,2,45,5.3,1.9,75,74.9
591,36,153,56.5,2664,161,2,30,7.7,2,45,58.4
592,27,160,61.6,1668,126,2,75,5.7,1.6,90,58
593,38,172,56.4,3336,183,2,90,5.9,4.2,75,61.8
594,27,179,100.9,2139,46,5,45,6.6,2,90,99.2
595,54,178,67.3,1960,167,0,30,7.6,1.4,30,66.6
596,32,178,68.4,2836,59,3,90,5.5,4.3,60,68.7
597,23,184,96.4,1857,176,6,40,6.7,3.1,90,94.8
598,41,175,56.4,3251,139,6,50,4.6,2.2,60,59.8
599,53,155,60.3,3319,151,7,45,5.2,3.5,75,64.4
600,44,158,95.6,1852,81,3,45,6.6,4,60,92.8
601,55,174,53,3177,114,6,30,7,3.5,45,54.5
602,42,168,79.6,1672,122,4,75,7,2.6,30,78.9
603,27,166,65.1,3435,76,4,60,5.3,4.2,120,70.8
604,25,167,76.1,1773,137,7,60,8.4,3.2,75,74.2
605,25,173,77.2,1571,111,2,0,5.2,2.6,120,70.8
606,28,153,63.5,3218,136,0,45,5.8,3.2,30,65.2
607,29,156,82.1,2184,184,5,50,8.2,3.4,60,81.3
608,41,156,78.5,2940,81,0,30,6.8,2.3,75,81
609,28,156,60.4,3561,101,3,90,7.3,3.9,90,67.1
610,53,194,91.1,1966,151,7,20,5,1.5,30,90.2
611,37,194,68.7,3310,178,5,30,7.7,1.1,30,69.8
612,27,194,60.9,2013,98,2,20,6.4,3.7,30,59.5
613,48,177,50.4,1941,53,0,75,5,1.9,30,49
614,18,156,92.6,2341,96,2,50,4.6,1.5,120,92.5
615,55,172,68.1,3550,106,1,20,8.2,3.7,90,74.5
616,30,168,57.8,1517,70,3,90,8.3,2.7,120,51.5
617,46,193,102.6,2240,135,6,60,5.5,1.8,30,102.6
618,38,157,74.6,2056,171,5,45,7,1.1,60,73.5
619,42,168,74,2777,158,3,90,6.3,4.4,75,75
620,22,180,101.5,3005,90,0,75,7.5,2.4,90,105.7
621,23,157,56.2,3140,71,2,20,6.1,1.7,45,58.3
622,43,157,61.3,3239,172,4,45,7.9,3.8,75,65.3
623,43,181,77.2,2103,161,1,20,5.6,2.7,120,76.8
624,19,156,90.1,1779,172,0,30,6.2,3.4,45,88.5
625,24,154,85.7,3516,164,3,45,7.5,2.7,60,90.2
626,52,184,49,1629,155,1,60,6.5,4,75,46.2
627,20,161,79.7,2741,87,7,60,5.1,3.5,75,80.6
628,54,193,76,3424,166,2,90,4.8,1.9,90,82.2
629,40,168,66.3,1615,56,2,50,6.1,3.6,30,65.5
630,39,174,53.5,2913,136,6,50,4.8,1.9,45,54.7
631,55,155,99.9,1768,123,1,50,5.3,2.9,30,98.8
632,45,186,77.3,3225,113,0,75,7.1,4.5,75,81.8
633,38,186,53.6,3500,70,3,50,6.7,3.8,120,60.8
634,37,173,103.3,2326,172,1,90,5.5,1.9,60,104.3
635,43,164,83.6,1876,69,5,45,4.8,3.8,75,80.4
636,40,154,85.1,2736,174,4,60,7.5,2.1,75,86.6
637,50,179,86.3,2239,49,2,75,5.5,4.4,120,85.4
638,35,190,78.4,3276,189,0,90,5.4,2.6,45,80.3
639,37,177,71.4,1763,97,6,45,8.2,3.3,60,69.6
640,33,175,61.6,2114,94,0,40,8.1,2.1,75,61.2
641,45,177,84.9,1651,96,2,45,5.1,1.9,60,82.4
642,29,191,96.6,3490,50,0,20,5.9,2,30,99.3
643,44,173,86.3,1869,146,2,40,5,3.6,30,85.5
644,55,183,62.4,1869,105,1,50,6,3,75,60.9
645,33,177,60.4,1937,89,3,45,6.5,1.9,90,56.9
646,52,173,87.9,1962,126,6,75,7.6,4.4,45,86.3
647,41,169,49.2,1642,58,3,45,7,2.1,120,43.3
648,25,184,97.4,3312,144,0,60,8.7,4.2,60,100.7
649,33,169,60,2156,157,5,60,8.1,2,30,60.3
650,49,180,90,2862,153,1,30,7.6,2.8,60,92.1
651,53,170,73.8,1612,58,2,75,8.1,1.5,75,69.7
652,37,170,80.8,1953,85,3,90,7.7,3.7,120,78
653,44,170,73.7,2046,111,2,50,8.1,1.7,75,72.3
654,43,174,101.9,2419,50,0,90,7.4,3.2,30,103.2
655,30,166,88,2191,57,6,60,7.2,1.5,60,85.9
656,54,157,48.8,3282,161,7,20,5.5,1.7,60,51.4
657,49,174,55.4,2346,100,4,40,6.4,2.4,45,54.1
658,34,165,83.2,2517,139,7,20,4.5,1.5,60,84.4
659,43,193,60.1,3070,153,4,20,4.9,1.2,60,63.4
660,48,172,104.8,1686,46,4,90,7.3,2.1,75,101.2
661,26,185,50.3,2234,111,2,90,6.7,2.2,75,48.7
662,38,195,78.2,2080,111,1,50,4.7,1.4,60,77.4
663,45,168,99.5,2578,112,5,60,8.5,2.1,75,100.9
664,27,185,96.6,3302,58,3,30,4.7,1.6,75,99.4
665,47,177,54.6,3527,55,7,50,8.9,3,75,59.2
666,27,157,67.9,2334,117,2,30,7.9,3.9,90,69.3
667,55,163,81.3,1516,179,2,60,8.6,1.9,75,78.7
668,39,151,64.2,1999,145,5,20,8.3,1.5,30,63.6
669,48,179,83.8,2603,46,5,0,7.5,4.3,60,85.9
670,54,158,60,1699,117,5,0,7.8,2.9,90,57
671,43,166,58.1,3133,67,0,40,5.2,3.7,60,61
672,27,157,65,3270,124,2,50,7.5,3.9,90,69.6
673,46,174,75.2,3232,68,6,50,7.3,2.5,75,77.5
674,50,171,103.5,2418,84,7,90,7.3,2.8,60,102.4
675,23,180,65.1,2023,121,3,90,6.4,3,90,61.9
676,20,182,54.1,3240,150,1,75,7.5,3,60,57.3
677,55,155,91.8,1566,74,7,30,8,4,30,89.5
678,37,170,81.5,3363,160,4,50,8.9,4,45,83.9
679,23,188,62.8,1935,156,0,0,6.3,1,120,60.4
680,43,192,103.1,3493,122,5,60,8.1,1.3,45,104.8
681,25,151,87.7,2270,51,3,75,7.4,3.3,75,87.6
682,52,162,52.9,3398,82,7,60,4.6,1.6,45,55.2
683,46,181,74.9,3341,107,3,45,7.1,3.9,30,76.4
684,24,190,96.3,3268,151,7,90,9,1.1,75,99.4
685,55,189,101.3,3498,104,0,90,4.6,3,90,106.1
686,44,180,54.7,2920,159,6,0,5.2,3.5,75,57.1
687,32,182,60.5,2889,164,2,45,7.8,2.4,75,64.1
688,41,180,93.6,2163,98,4,20,7.5,1.5,45,92.4
689,49,156,93.2,3522,122,3,40,7,4.5,60,98.3
690,40,193,57,3562,53,1,50,6.4,3.2,30,59.2
691,49,166,104.6,2955,56,4,30,8.3,4.1,90,108.2
692,21,178,93.5,1954,72,1,90,4.7,1.4,120,88.7
693,31,173,57,2696,158,7,20,5.2,2.3,45,56.9
694,30,178,103.3,1526,107,7,50,5.8,1.6,60,99.3
695,44,173,83.9,2505,83,6,40,5.1,2.5,75,84.5
696,51,193,68.6,1621,158,2,0,7.7,2.8,30,66.7
697,38,175,104,2173,156,0,60,7.9,3.3,120,103.3
698,54,153,103.7,2711,152,6,90,8.4,3.5,60,105.4
699,18,167,99.3,2101,148,7,40,8.5,3.2,90,98.5
700,40,191,71.1,2308,122,1,0,6.9,2.4,120,71.9
701,26,183,104.5,2662,99,1,90,7,2.8,120,106
702,19,184,81.8,2488,122,6,90,5,1.2,60,80.4
703,50,172,55.1,2010,159,4,0,6.5,4.4,120,54.7
704,54,195,99,2457,134,4,45,7.5,3.9,90,100.1
705,42,183,90,1931,128,3,50,6.5,1.5,75,88.7
706,23,155,51.5,2032,166,3,75,4.9,3.4,75,49.9
707,51,175,97.7,3543,153,7,75,7.8,2.5,45,99.6
708,26,181,88.5,2029,176,1,40,6.5,1.1,45,88.8
709,41,157,82.3,3173,73,1,50,7.1,1.1,45,83.5
710,37,173,65.3,3490,52,2,30,8,2.5,60,70.2
711,31,161,94.7,3502,45,1,90,6.1,4,75,99.3
712,37,186,73.8,2883,141,7,30,7.9,2.8,75,76.8
713,46,159,97.4,2832,67,6,60,5.5,2.4,90,97.4
714,46,167,84.8,2178,51,4,90,7.4,3.3,30,83.5
715,52,186,91.2,2275,166,0,20,7.5,2.9,30,90.9
716,31,165,95.3,3319,66,5,60,7.2,2.7,30,96.4
717,29,176,49.4,2799,142,4,20,5,1.3,45,49.9
718,29,166,91.8,2131,123,6,30,4.8,4.4,45,90
719,21,169,70.2,2810,81,6,50,5.7,4.3,30,69.8
720,33,188,81.4,3519,175,6,20,5.7,2.1,90,87.4
721,48,151,71.2,2457,49,4,90,8.8,3.4,45,71.7
722,26,169,80.4,3326,66,3,30,6.2,4.4,45,83
723,45,185,73.7,1504,163,4,30,4.5,4.3,75,69.4
724,34,193,69.7,2939,99,4,0,5.2,2.9,30,70.3
725,43,194,55,2072,187,4,60,5.4,2.8,60,54.7
726,39,190,62.9,3354,114,3,50,6,2.6,90,67.4
727,26,191,100.6,3451,46,0,30,6.4,4.1,120,108.2
728,43,184,52.6,1817,182,0,75,7.5,2.2,75,51.8
729,40,174,58.1,1534,76,7,50,8.7,2.6,45,56.2
730,35,193,100.5,2965,94,1,45,8.1,1.8,75,104.5
731,20,167,76.1,2356,46,3,60,5,2,90,74.9
732,53,162,85.6,2218,61,2,20,5.1,4.3,45,85.9
733,35,162,96.3,1594,181,4,90,8.5,1,75,93.2
734,21,170,72.7,3166,115,1,90,6.6,2.3,30,75
735,32,153,63.8,3220,181,7,50,4.5,1.7,30,65.8
736,19,164,103.8,3235,64,3,40,5.2,2.1,120,109.2
737,19,180,72.6,1598,130,4,40,5,1.8,60,70.3
738,39,183,93.3,1798,157,1,75,7.1,1.3,30,93.3
739,42,170,98.7,1766,77,0,75,4.7,3.1,75,94.9
740,21,185,51,3062,147,1,60,5.5,3.1,120,56.4
741,47,174,74.5,3253,70,5,0,6.5,2.1,45,76
742,18,188,88.7,2293,77,4,50,6.4,3.5,75,87.3
743,26,152,51.4,2776,156,5,45,7.1,2.9,45,51.8
744,37,188,67.5,3010,47,2,0,5.6,3.9,90,71.5
745,45,172,59.1,2320,96,1,50,5.4,2.7,120,59.6
746,39,187,80.3,2874,121,6,50,5.2,2.6,30,80.9
747,18,190,60.7,2443,164,3,40,6.7,3.7,60,62
748,42,163,70.8,1527,137,0,20,6.1,2.9,45,68.4
749,30,190,81.4,2974,56,0,40,5.4,1.6,60,83.7
750,39,185,62,2302,50,2,45,8.6,1.1,120,60.9
751,25,171,101.4,2749,161,3,50,8.1,3.3,90,105.1
752,45,195,51.7,2091,78,3,40,6.9,3.4,60,50.9
753,33,152,91.5,2274,182,4,30,6,1.2,60,92.1
754,50,187,98.5,2357,65,7,20,5.3,2.4,120,98
755,41,181,77.6,2233,127,5,90,7.6,3.5,75,76.4
756,55,175,84.4,1649,98,3,40,6.5,1.8,45,82
757,42,186,57,3032,110,1,30,7.9,2,90,60.8
758,55,152,74.5,2877,154,7,75,6.4,2.3,75,75.3
759,42,151,58.2,2457,112,1,50,8.6,2,90,59.4
760,23,167,100.8,1903,75,1,50,4.7,1.7,45,99.6
761,34,169,90.5,2624,93,2,90,8.6,1,60,90.9
762,40,175,101.9,1548,165,2,60,5.5,3.5,45,99.8
763,51,187,92.8,3419,163,5,20,5.9,1.7,120,100.2
764,46,178,96.6,1623,140,2,30,5.9,3.6,75,94.3
765,40,171,60.9,3243,148,4,50,7.1,3,30,63.4
766,27,171,80.4,3101,142,3,60,4.8,2.4,75,82.3
767,54,178,84.4,2747,68,2,20,7.5,1.6,120,87.5
768,19,161,59.3,3080,117,3,40,5.8,2.8,75,61.3
769,51,150,57.8,3182,145,2,20,5.1,2.5,120,62.7
770,31,158,97.6,2768,155,7,30,7.2,4.3,90,99.3
771,47,167,59.5,2084,159,1,60,7.2,1.9,60,59.8
772,49,179,74.4,1660,68,4,75,6.1,3.9,60,71.1
773,29,176,62.2,3269,162,6,30,7.6,1.3,120,69.9
774,33,160,63.6,2695,62,3,75,6.4,3.7,30,65.1
775,22,156,76.8,2835,149,7,30,5.6,2.8,75,77.5
776,47,174,67.6,3135,94,6,0,4.5,1.4,45,69
777,47,181,74.3,1838,185,3,75,5.1,3.9,45,72.1
778,19,188,53.7,2704,76,6,30,4.8,3.7,120,54.4
779,46,172,58.1,1641,181,3,75,7.6,3.9,90,55
780,24,174,87.3,3318,58,0,0,8,3.7,45,89.8
781,33,162,53.2,3227,52,0,50,8.2,3.4,30,54.3
782,24,192,57.6,2184,56,6,90,5,2.1,90,54.6
783,31,184,70.5,3252,75,3,40,5,2.1,30,71.6
784,38,150,70.2,3379,101,1,45,7.4,2.3,30,72.9
785,44,169,91.8,3546,71,2,45,8.8,3.1,120,99.8
786,26,171,58,2802,168,1,50,4.6,4.2,75,59.8
787,32,182,81.5,1554,104,0,20,5.9,3.6,45,79.8
788,21,158,69.3,2714,96,2,60,5.4,1.1,120,71.2
789,46,171,55.7,2800,55,6,45,7.9,1.8,120,57.5
790,33,163,78.7,2517,101,6,90,5.9,2.5,30,77.4
791,49,154,102.4,1713,81,3,30,4.9,3.1,45,99.9
792,23,177,89.3,2775,87,3,40,6.4,3.1,60,90.1
793,46,190,59.5,3470,65,5,60,6.2,2.6,75,63.5
794,45,159,94.7,3474,50,6,60,8.3,3.7,60,98.3
795,27,185,89.4,2553,142,7,45,6.5,2.3,90,89.8
796,39,158,88.7,2301,84,3,0,4.6,2.8,120,87.5
797,43,176,101.6,3028,143,7,45,7.4,3.1,75,105.2
798,25,174,101.1,2165,94,6,45,8,3.6,60,100.3
799,49,190,87.2,1736,143,6,40,5.6,1.1,60,84.8
800,19,194,85.9,2105,111,7,30,5.6,3.1,120,84
801,18,157,91.9,3074,146,1,90,8.6,4.1,45,95
802,34,194,65.2,3067,123,6,20,5,3,60,68.1
803,35,163,101,3130,123,0,30,8.2,1,30,103.1
804,44,183,71.8,2681,155,2,30,6.2,3.5,45,72.9
805,50,157,73.7,2370,92,3,0,7.9,3.8,45,73.6
806,44,178,83.7,1947,87,1,45,4.9,1.4,30,82.4
807,55,165,75.2,1912,47,0,45,7.9,1,90,73.6
808,20,156,60,1529,141,4,75,6.6,2.2,75,55.6
809,39,170,94.6,2979,147,6,0,8.9,4.1,30,95.1
810,43,158,49.5,2003,180,4,40,6.2,3.2,120,48.1
811,50,176,85.6,1512,127,0,50,8.4,4.4,120,80.7
812,46,164,82.6,3139,65,5,60,8.7,4.3,75,86.9
813,24,174,64.8,2299,81,0,30,6.7,1.3,120,65.6
814,47,160,99.1,1973,168,3,40,5.5,3.6,120,96.9
815,24,177,104.6,1619,86,5,60,7.9,1.8,60,102
816,25,192,55.7,3515,68,5,40,8.7,3.7,90,60.8
817,39,174,99.9,3063,188,6,40,5.5,1.4,30,100.1
818,39,187,101.4,1975,139,2,50,8.8,3,30,100.6
819,55,184,58.8,3089,153,5,50,8.1,4.3,45,61
820,55,164,54.1,1537,182,7,50,5.2,4.3,45,51.7
821,47,159,82.3,2097,53,5,45,6.8,3.4,60,82
822,54,180,84,2383,171,4,60,4.8,3.8,45,84.6
823,31,164,87.9,1715,90,7,60,5.8,3.9,45,86.7
824,53,175,67.2,3439,134,6,60,4.8,3.5,60,70.7
825,30,194,96.8,3112,69,2,50,7.9,3,30,99
826,37,179,85.3,2063,158,7,45,8.5,1.7,120,82.6
827,18,173,89.4,1917,82,6,60,7.6,1.6,30,87.4
828,48,161,101.9,1980,176,5,60,8.9,3.2,75,100
829,25,165,70.6,2739,89,6,20,8,4,120,73.3
830,46,173,48.7,1977,66,1,75,7.4,4.2,45,46.8
831,54,186,75.3,1887,91,6,75,9,3.5,60,73.4
832,24,170,51.6,2257,148,0,60,7,2.9,90,51.8
833,51,187,78.7,2008,98,1,30,8.4,3.4,30,78.5
834,38,157,50.2,2344,86,1,90,5.7,3.6,30,51.2
835,50,169,68.7,2202,153,0,40,5.9,4.3,90,69.3
836,36,192,78.4,2072,170,5,90,8.6,4.5,90,76.8
837,31,194,53.6,1683,105,0,40,5.1,4,45,52.9
838,53,163,81.7,2636,77,6,20,7,1.9,120,84.2
839,43,179,52.7,2541,153,2,90,5.4,3.2,60,54.3
840,30,195,69.2,3594,86,6,30,5.9,3.8,75,73.1
841,33,154,63.4,1950,185,6,20,6,1.3,60,62.7
842,27,164,63.6,1901,141,3,60,8.8,3.7,30,62.3
843,37,187,94.8,3505,69,5,45,7,3.1,30,95.9
844,42,161,67.7,3149,167,2,45,4.5,2.8,45,70.1
845,27,174,80.4,2595,58,5,40,7.6,2.5,75,80.4
846,40,179,76.6,2629,154,3,45,7.4,1.3,60,77.5
847,38,155,84.2,1814,106,1,30,7.1,1.3,60,82.5
848,49,150,102.8,3236,175,2,75,6.7,3.4,120,110.2
849,25,175,48.8,2278,46,6,90,7.9,1.9,120,46.4
850,51,193,82.7,3337,88,3,30,4.8,3.9,90,87
851,21,177,76.2,2198,140,1,50,8.6,1.9,90,77
852,25,168,65.1,2702,112,3,0,7.8,3,45,67.3
853,50,152,101.3,3499,59,5,0,7.3,2.1,60,104.5
854,40,161,70.9,1536,70,6,75,5.4,2.9,45,67.7
855,49,150,56.9,2524,102,7,60,6.2,2.3,45,56.8
856,35,156,104.4,3299,86,2,50,7.9,1,120,110.4
857,30,168,50.3,3116,152,5,0,5.2,1.7,75,54.8
858,35,157,72,3529,77,5,60,6.8,4.2,75,75.7
859,24,151,55.2,2909,173,0,40,4.7,3.9,75,59
860,18,177,75.4,2655,169,1,60,5.6,1.5,90,76.4
861,35,157,97.3,2513,154,3,75,7.7,3.8,120,99.2
